Date,Open,Close,High,Low,Volume
2018-01-02 03:00:00,13551.0,13316.0,13551.0,13200.0,2166.51381107
2018-01-02 04:00:00,13316.0,13045.0,13382.0,12795.0,3382.613722
2018-01-02 05:00:00,13045.0,13091.0,13166.0,12997.0,1399.2741276900001
2018-01-02 06:00:00,13091.0,13266.0,13327.0,13008.0,835.2279427
2018-01-02 07:00:00,13266.0,13354.0,13370.0,13144.78756118,851.75213997
2018-01-02 08:00:00,13355.0,13376.0,13452.0,13326.15344954,816.5318143
2018-01-02 09:00:00,13376.0,13492.0,13568.0,13372.0,1317.32123258
2018-01-02 10:00:00,13493.0,13631.0,13679.0,13491.0,1097.53180724
2018-01-02 11:00:00,13631.0,13532.0,13631.0,13426.0,1018.75152596
2018-01-02 12:00:00,13531.0,13578.0,13625.0,13503.20378177,1010.67466631
2018-01-02 13:00:00,13578.0,13946.0,13979.0,13565.0,2442.48653106
2018-01-02 14:00:00,13946.0,13788.0,13969.0,13744.0,1541.74560774
2018-01-02 15:00:00,13787.0,13712.0,13884.0,13577.0,1529.71814847
2018-01-02 16:00:00,13711.0,13675.0,13895.0,13663.0,1378.65099803
2018-01-02 17:00:00,13675.0,13889.0,13938.0,13674.0,1991.38947554
2018-01-02 18:00:00,13889.0,14616.0,14786.0,13888.0,8579.86218467
2018-01-02 19:00:00,14616.0,14820.0,15500.0,14601.0,7864.65084502
2018-01-02 20:00:00,14821.0,14826.0,15285.0,14821.0,4572.45891854
2018-01-02 21:00:00,14827.0,14802.0,15016.0,14700.0,2065.01362203
2018-01-02 22:00:00,14802.0,14803.0,15025.0,14773.0,2396.04253735
2018-01-02 23:00:00,14803.0,14722.0,14892.0,14636.0,1636.87458457
2018-01-03 00:00:00,14717.0,14796.0,14960.0,14692.0,1636.49133919
2018-01-03 01:00:00,14801.0,14823.0,14868.0,14720.0,1211.036585
2018-01-03 02:00:00,14824.0,15050.0,15112.0,14740.0,1959.22797216
2018-01-03 03:00:00,15049.0,14843.0,15249.0,14807.0,1848.01005237
2018-01-03 04:00:00,14842.0,15100.0,15186.0,14842.0,1547.55092519
2018-01-03 05:00:00,15100.0,15089.0,15184.52562524,15014.0,916.62848114
2018-01-03 06:00:00,15089.0,15404.0,15417.0,15020.0,1743.42382025
2018-01-03 07:00:00,15405.0,15281.0,15428.83091885,15184.0,1789.73336571
2018-01-03 08:00:00,15281.0,15098.0,15285.0,15052.0,1638.02215633
2018-01-03 09:00:00,15097.0,14820.0,15125.0,14778.0,2337.47268969
2018-01-03 10:00:00,14820.0,14682.0,14895.0,14507.0,2795.44910898
2018-01-03 11:00:00,14683.0,14844.0,14864.0,14632.0,1298.82587554
2018-01-03 12:00:00,14848.0,14594.0,14871.0,14500.0,1275.39350262
2018-01-03 13:00:00,14594.0,14898.0,14940.0,14552.0,1094.37526583
2018-01-03 14:00:00,14898.0,14868.0,15072.0,14840.0,1807.01295709
2018-01-03 15:00:00,14861.0,15072.0,15072.0,14861.0,1542.66243363
2018-01-03 16:00:00,15072.0,15100.0,15214.0,15032.0,1710.95084305
2018-01-03 17:00:00,15100.0,14874.0,15103.0,14850.0,1618.66961351
2018-01-03 18:00:00,14872.0,14751.0,14918.1726201,14751.0,1782.55814624
2018-01-03 19:00:00,14751.0,14726.0,14877.0,14725.0,1341.68866382
2018-01-03 20:00:00,14726.0,15001.0,15006.0,14703.0,1507.85532957
2018-01-03 21:00:00,15002.0,15028.0,15058.0,14866.0,1528.35729607
2018-01-03 22:00:00,15029.0,14842.65725863,15042.12949834,14833.04413864,1004.91894256
2018-01-03 23:00:00,14842.65725863,15150.0,15192.0,14842.0,1422.05808672
2018-01-04 00:00:00,15150.0,15081.09782898,15166.0,14998.0,1712.23321026
2018-01-04 01:00:00,15081.0,15320.0,15350.0,14936.0,2856.35509311
2018-01-04 02:00:00,15320.0,15210.0,15422.15785315,15185.0,1832.03858368
2018-01-04 03:00:00,15210.0,15055.0,15248.14896269,15044.0,1816.51852172
2018-01-04 04:00:00,15055.0,14895.0,15055.0,14802.0,1776.30239333
2018-01-04 05:00:00,14894.0,14846.69836849,14953.0,14750.0,1464.89483765
2018-01-04 06:00:00,14848.0,14852.0,15051.0,14828.0,1522.54737045
2018-01-04 07:00:00,14850.0,14795.0,14910.0,14720.0,1892.84376252
2018-01-04 08:00:00,14790.0,14277.0,14848.0,14104.0,3928.86043545
2018-01-04 09:00:00,14277.0,14435.0,14499.0,14060.0,2102.32721334
2018-01-04 10:00:00,14435.0,14434.0,14580.0,14342.0,1798.86371101
2018-01-04 11:00:00,14436.0,14528.0,14560.0,14274.0,1537.5720418
2018-01-04 12:00:00,14528.0,14364.0,14560.0,14159.0,2577.71585005
2018-01-04 13:00:00,14364.0,14535.0,14621.71427744,14344.0,1453.53234001
2018-01-04 14:00:00,14535.0,14560.53088039,14696.0,14431.0,1802.45165028
2018-01-04 15:00:00,14560.53088039,14463.0,14676.0,14425.0,2659.7588881
2018-01-04 16:00:00,14463.0,14547.0,14589.0,14350.0,1442.63500768
2018-01-04 17:00:00,14548.0,14702.0,14760.0,14531.0,1760.0422683
2018-01-04 18:00:00,14701.0,14791.0,14997.0,14693.0,2226.13882873
2018-01-04 19:00:00,14791.0,14975.0,15061.0,14777.0,2175.94592477
2018-01-04 20:00:00,14976.0,14854.50411122,15090.0,14811.0,2547.5251619
2018-01-04 21:00:00,14855.0,14897.0,15051.0,14815.0,1197.7817169
2018-01-04 22:00:00,14898.0,15019.0,15073.07701132,14809.0,1134.6549339
2018-01-04 23:00:00,15019.0,15159.0,15198.0,14951.0,1260.4428977
2018-01-05 00:00:00,15159.0,15006.0,15179.0,14909.0,1031.25356931
2018-01-05 01:00:00,15002.0,15043.0,15079.0,14969.0,806.77089509
2018-01-05 02:00:00,15042.0,15060.0,15193.0,15040.0,1606.12652067
2018-01-05 03:00:00,15060.0,14924.0,15107.0,14893.0,965.86716388
2018-01-05 04:00:00,14923.0,14924.0,15001.0,14725.0,1201.53376963
2018-01-05 05:00:00,14920.0,15009.0,15050.0,14830.0,1318.90894542
2018-01-05 06:00:00,15009.0,14951.0,15033.0,14900.0,888.02695096
2018-01-05 07:00:00,14952.0,14920.0,14953.0,14817.0,928.8837759
2018-01-05 08:00:00,14922.0,15597.0,15770.0,14901.0,3335.99613359
2018-01-05 09:00:00,15597.0,15860.0,16179.0,15593.0,7440.34637261
2018-01-05 10:00:00,15860.0,16065.0,16242.0,15834.76390711,3201.22664217
2018-01-05 11:00:00,16065.0,16104.0,16189.0,15848.0,2419.72308481
2018-01-05 12:00:00,16103.0,15877.0,16121.0,15780.0,1865.10088485
2018-01-05 13:00:00,15877.0,15997.0,16048.0,15862.0,1790.75957235
2018-01-05 14:00:00,15994.0,16063.0,16150.0,15847.0,1962.7783238700001
2018-01-05 15:00:00,16067.0,16059.0,16079.0,15914.0,1595.4626717
2018-01-05 16:00:00,16059.0,16323.0,16400.0,16054.0,3728.8060587
2018-01-05 17:00:00,16323.0,16401.0,16620.0,16254.0,4908.95653902
2018-01-05 18:00:00,16401.0,16421.0,16592.0,16324.0,1992.64447041
2018-01-05 19:00:00,16428.0,16450.0,16510.0,16210.0,1892.21779871
2018-01-05 20:00:00,16451.0,16611.0,16612.0,16303.0,1916.13454719
2018-01-05 21:00:00,16611.0,16736.85983827,16925.0,16611.0,3070.97832403
2018-01-05 22:00:00,16736.85983827,16949.0,17022.0,16717.0,2237.34164395
2018-01-05 23:00:00,16949.0,16911.0,17105.0,16786.0,2521.75640636
2018-01-06 00:00:00,16912.0,16927.0,16950.0,16630.0,2215.72843346
2018-01-06 01:00:00,16929.0,17053.0,17067.0,16839.0,1224.5806744
2018-01-06 02:00:00,17054.0,16550.0,17099.0,16545.0,1785.00778425
2018-01-06 03:00:00,16546.0,16581.0,16787.0,16535.0,1010.91344582
2018-01-06 04:00:00,16581.0,16541.0,16676.0,16411.0,1535.59669643
2018-01-06 05:00:00,16542.0,16643.0,16720.0,16421.0,1188.59194857
2018-01-06 06:00:00,16643.0,16581.0,16691.0,16520.0,809.47990696
2018-01-06 07:00:00,16588.0,16504.0,16588.0,16372.25644975,1027.85289197
2018-01-06 08:00:00,16504.0,16445.0,16624.0,16427.0,607.01137187
2018-01-06 09:00:00,16447.0,16388.0,16580.0,16341.0,1075.43935187
2018-01-06 10:00:00,16391.0,16714.0,16740.0,16354.0,1114.71580755
2018-01-06 11:00:00,16714.0,16520.0,16749.0,16508.0,1055.2416114
2018-01-06 12:00:00,16519.0,16310.0,16653.0,16263.0,1326.6570023900001
2018-01-06 13:00:00,16311.0,16291.0,16408.0,16251.0,1042.49012378
2018-01-06 14:00:00,16291.0,16496.0,16549.0,16272.0,978.17275265
2018-01-06 15:00:00,16497.0,16625.0,16690.0,16449.0,985.73939926
2018-01-06 16:00:00,16620.0,16912.0,16999.0,16566.0,1645.54990743
2018-01-06 17:00:00,16912.0,16910.0,16951.0,16790.0,974.8371804
2018-01-06 18:00:00,16912.0,16803.04197151,16999.0,16710.0,1618.38583017
2018-01-06 19:00:00,16803.04197151,16756.0,16858.39430112,16668.0,748.03805828
2018-01-06 20:00:00,16745.0,16867.0,16900.0,16711.0,670.22954566
2018-01-06 21:00:00,16873.0,16846.0,16898.0,16745.0,547.08980418
2018-01-06 22:00:00,16846.0,17096.0,17252.0,16846.0,3448.322753
2018-01-06 23:00:00,17095.0,17169.0,17225.0,17094.0,980.81296584
2018-01-07 00:00:00,17165.0,16981.0,17178.0,16966.0,1775.90888165
2018-01-07 01:00:00,16980.0,17001.0,17074.0,16851.0,1435.12562889
2018-01-07 02:00:00,17001.0,16787.0,17002.0,16705.0,1356.79386628
2018-01-07 03:00:00,16778.0,16723.0,16824.0,16598.0,1045.11492619
2018-01-07 04:00:00,16724.0,16588.0,16772.0,16500.0,1604.53274841
2018-01-07 05:00:00,16590.0,16593.0,16811.0,16583.0,1240.84727999
2018-01-07 06:00:00,16593.0,16434.0,16666.0,16404.0,1224.03898852
2018-01-07 07:00:00,16434.0,16742.0,16765.0,16415.57566423,906.15048384
2018-01-07 08:00:00,16743.0,16787.0,16913.0,16714.0,710.4350337
2018-01-07 09:00:00,16787.0,16671.0,16822.0,16625.0,576.40298057
2018-01-07 10:00:00,16677.0,16726.0,16798.0,16651.0,752.23279271
2018-01-07 11:00:00,16729.0,16607.0,16800.63534848,16606.0,772.16638049
2018-01-07 12:00:00,16606.0,16480.0,16640.59491721,16453.0,1231.03984399
2018-01-07 13:00:00,16479.0,16425.0,16540.0,16337.0,1608.66801313
2018-01-07 14:00:00,16426.0,16572.0,16619.0,16400.0,689.45498137
2018-01-07 15:00:00,16572.0,16470.0,16602.08894879,16450.0,540.60545339
2018-01-07 16:00:00,16470.0,16158.0,16480.0,16056.0,2626.24833232
2018-01-07 17:00:00,16158.0,15845.0,16250.0,15751.0,3598.25170939
2018-01-07 18:00:00,15871.0,16105.0,16190.0,15712.0,2511.30885906
2018-01-07 19:00:00,16105.0,16130.0,16237.0,16066.61532538,1038.57080836
2018-01-07 20:00:00,16131.0,16178.0,16189.0,15953.0,931.98191223
2018-01-07 21:00:00,16178.0,16203.0,16346.0,16142.0,920.44253125
2018-01-07 22:00:00,16209.0,16421.0,16498.0,16172.0,894.73484904
2018-01-07 23:00:00,16417.0,16215.35727958,16420.0,16172.0,847.02767612
2018-01-08 00:00:00,16213.0,15923.0,16329.0,15923.0,1663.38820162
2018-01-08 01:00:00,15922.0,15897.0,16048.0,15725.0,1992.64408121
2018-01-08 02:00:00,15897.0,15920.0,16093.0,15770.0,2186.6325625
2018-01-08 03:00:00,15917.0,15624.0,15941.0,15515.0,2461.63934563
2018-01-08 04:00:00,15624.0,15651.0,15835.0,15550.0,1300.94658051
2018-01-08 05:00:00,15650.0,15845.0,15966.0,15510.0,1484.53914776
2018-01-08 06:00:00,15835.0,15812.0,15912.0,15760.0,1011.42250004
2018-01-08 07:00:00,15813.0,15885.0,15977.0,15803.0,777.73970447
2018-01-08 08:00:00,15885.0,15460.0,15892.0,15333.0,2121.74805368
2018-01-08 09:00:00,15459.0,15131.0,15531.85697549,15101.0,3210.14403997
2018-01-08 10:00:00,15131.0,15337.0,15405.0,15101.0,1743.10992017
2018-01-08 11:00:00,15339.0,15488.0,15499.0,15324.0,1086.75708224
2018-01-08 12:00:00,15489.0,15389.0,15536.0,15252.0,1017.75363866
2018-01-08 13:00:00,15389.0,14821.0,15479.0,14598.0,6274.66855435
2018-01-08 14:00:00,14821.0,14394.0,14900.0,14320.0,6353.72550317
2018-01-08 15:00:00,14395.0,14400.0,14678.0,13755.0,9933.78908875
2018-01-08 16:00:00,14400.0,14789.0,14923.0,14347.0,4207.24393896
2018-01-08 17:00:00,14793.0,14764.0,14860.0,14381.0,2869.4957245
2018-01-08 18:00:00,14763.0,14892.93979404,15069.0,14659.0,2390.7774491
2018-01-08 19:00:00,14888.0,15086.0,15117.0,14881.0,1819.73846619
2018-01-08 20:00:00,15087.0,14918.0,15152.0,14574.0,2433.71303292
2018-01-08 21:00:00,14925.0,14878.58053986,14990.0,14829.0,965.01659225
2018-01-08 22:00:00,14878.0,14592.0,14886.0,14505.0,3152.18204743
2018-01-08 23:00:00,14593.0,14906.0,14983.0,14420.0,2493.90176645
2018-01-09 00:00:00,14911.0,15204.0,15235.0,14808.0,1898.22971757
2018-01-09 01:00:00,15205.0,15255.0,15289.0,15000.0,1803.85100443
2018-01-09 02:00:00,15250.0,15208.0,15281.0,15125.0,1079.54649303
2018-01-09 03:00:00,15208.0,15239.0,15348.0,15160.0,1456.92402121
2018-01-09 04:00:00,15238.2480385,15335.0,15355.0,15210.0,873.1464698
2018-01-09 05:00:00,15335.0,15014.0,15340.0,14830.0,2935.19216571
2018-01-09 06:00:00,15008.0,14918.0,15098.0,14751.0,1816.84255524
2018-01-09 07:00:00,14931.0,15122.0,15180.0,14898.0,828.5327732
2018-01-09 08:00:00,15124.0,15163.0,15290.0,15085.0,938.52422876
2018-01-09 09:00:00,15163.0,14850.0,15163.0,14850.0,1363.87195062
2018-01-09 10:00:00,14850.0,14610.0,14870.0,14415.0,2963.3941116
2018-01-09 11:00:00,14600.0,14766.0,14839.0,14488.0,1244.52585063
2018-01-09 12:00:00,14764.0,14749.0,14874.0,14520.0,1666.25423764
2018-01-09 13:00:00,14745.0,14150.0,14750.0,14122.0,3441.00165636
2018-01-09 14:00:00,14135.0,14536.0,14575.0,14135.0,4640.61985844
2018-01-09 15:00:00,14537.0,14678.0,14744.0,14500.0,2278.81628353
2018-01-09 16:00:00,14678.0,14948.0,14998.0,14577.0,1450.5368259
2018-01-09 17:00:00,14949.0,14922.0,14967.0,14738.0,1487.7817328
2018-01-09 18:00:00,14924.0,14760.0,14990.0,14750.0,1151.10301053
2018-01-09 19:00:00,14762.0,14722.0,14834.0,14675.0,1474.13075259
2018-01-09 20:00:00,14714.0,14737.0,14805.0,14586.0,1220.17100095
2018-01-09 21:00:00,14737.0,14501.0,14778.0,14501.0,1049.15756424
2018-01-09 22:00:00,14501.0,14402.0,14592.0,14315.0,1603.72510108
2018-01-09 23:00:00,14401.0,14425.0,14454.0,14153.0,2770.47975693
2018-01-10 00:00:00,14429.0,14069.0,14479.0,13875.0,3928.11741111
2018-01-10 01:00:00,14061.0,14124.0,14313.0,13999.0,2050.95330771
2018-01-10 02:00:00,14126.0,14241.0,14281.43079509,14088.0,1198.70224114
2018-01-10 03:00:00,14238.0,14076.0,14363.0,14042.0,1669.91830573
2018-01-10 04:00:00,14076.0,14316.0,14383.0,14001.0,1952.6501490800001
2018-01-10 05:00:00,14310.0,14160.0,14314.0,14002.0,1758.76596515
2018-01-10 06:00:00,14154.0,14237.0,14330.0,14091.0,1311.46293321
2018-01-10 07:00:00,14238.0,14083.0,14283.0,14001.0,1781.72528881
2018-01-10 08:00:00,14079.0,13375.0,14084.0,13300.0,6055.05522751
2018-01-10 09:00:00,13379.0,13673.0,13800.0,13355.0,3308.68714469
2018-01-10 10:00:00,13672.0,13730.0,13846.0,13602.0,1677.71190633
2018-01-10 11:00:00,13730.0,13949.0,14038.0,13669.0,1981.411756
2018-01-10 12:00:00,13949.0,13855.0,13993.0,13805.0,1539.86997818
2018-01-10 13:00:00,13855.0,13813.0,14060.0,13783.0,2012.27283795
2018-01-10 14:00:00,13812.0,13684.0,13872.0,13510.0,2016.81011565
2018-01-10 15:00:00,13685.0,14336.0,14498.0,13676.0,8168.50654542
2018-01-10 16:00:00,14336.0,14428.0,14650.0,14336.0,3947.00417664
2018-01-10 17:00:00,14427.0,14544.0,14555.0,14226.0,1826.70686182
2018-01-10 18:00:00,14545.0,14506.0,14682.0,14374.0,1689.07343987
2018-01-10 19:00:00,14511.0,14353.0,14533.0,14251.0,1600.06462881
2018-01-10 20:00:00,14352.0,14444.0,14499.0,14230.0,1061.01173263
2018-01-10 21:00:00,14437.0,14491.0,14605.0,14400.0,1113.89219794
2018-01-10 22:00:00,14489.0,14498.0,14517.0,14251.0,1760.19750331
2018-01-10 23:00:00,14499.0,14900.0,14901.0,14412.0,1922.07448382
2018-01-11 00:00:00,14900.0,14615.0,14999.0,14559.0,2023.21864248
2018-01-11 01:00:00,14616.0,14476.0,14729.0,14414.0,1266.79279964
2018-01-11 02:00:00,14478.0,14245.0,14557.0,14158.0,1611.8042248900001
2018-01-11 03:00:00,14246.0,13255.0,14267.0,13000.0,7647.01889659
2018-01-11 04:00:00,13255.0,13267.0,13565.0,12639.0,9660.83040025
2018-01-11 05:00:00,13267.0,13113.0,13614.0,13005.0,5208.90292499
2018-01-11 06:00:00,13114.0,13295.0,13538.0,13068.0,2930.00484262
2018-01-11 07:00:00,13295.0,13554.18630111,13601.0,13112.0,3364.24546303
2018-01-11 08:00:00,13554.18630111,13706.0,13833.0,13546.0,2788.8781951
2018-01-11 09:00:00,13708.0,13509.0,13754.0,13379.0,1553.30632909
2018-01-11 10:00:00,13508.0,13256.0,13592.0,13241.0,1861.56382376
2018-01-11 11:00:00,13256.0,13475.0,13493.0,13116.0,2591.91421796
2018-01-11 12:00:00,13475.0,13800.0,13900.0,13446.0,2309.76897933
2018-01-11 13:00:00,13800.0,13739.0,13925.0,13611.0,1552.20554486
2018-01-11 14:00:00,13739.0,13914.0,13999.0,13578.0,2848.18981493
2018-01-11 15:00:00,13913.0,13958.0,14260.0,13875.0,4075.96694313
2018-01-11 16:00:00,13958.0,13908.0,14190.0,13889.0,1692.31502125
2018-01-11 17:00:00,13909.0,13601.0,13909.0,13601.0,1901.46132952
2018-01-11 18:00:00,13601.0,13712.0,13900.79460631,13601.0,1290.79069809
2018-01-11 19:00:00,13712.0,13383.0,13814.0,13205.0,3076.44810698
2018-01-11 20:00:00,13383.0,13457.0,13600.0,13139.0,2465.76668273
2018-01-11 21:00:00,13457.0,13460.0,13488.0,13149.0,1614.72543701
2018-01-11 22:00:00,13459.0,13080.0,13538.0,12921.0,3795.83726656
2018-01-11 23:00:00,13076.0,13254.0,13320.0,12860.0,2563.43683205
2018-01-12 00:00:00,13253.0,13060.0,13260.0,12751.0,2806.07921372
2018-01-12 01:00:00,13060.0,13406.0,13446.0,12983.0,2012.4936608
2018-01-12 02:00:00,13406.0,13443.0,13549.0,13300.0,1440.75524102
2018-01-12 03:00:00,13443.0,13633.0,13713.0,13339.0,1353.8901334
2018-01-12 04:00:00,13632.0,13700.0,13700.0,13463.0,1178.58878325
2018-01-12 05:00:00,13699.0,13567.0,13790.0,13390.0,2088.00182134
2018-01-12 06:00:00,13567.0,13724.0,13800.0,13550.0,1839.44194364
2018-01-12 07:00:00,13730.0,13626.0,13800.0,13582.0,1048.85201266
2018-01-12 08:00:00,13626.0,13553.0,13640.0,13484.0,1184.24284521
2018-01-12 09:00:00,13558.0,13501.0,13577.0,13316.0,1451.37961695
2018-01-12 10:00:00,13504.0,13956.0,13990.0,13504.0,2105.52999088
2018-01-12 11:00:00,13957.0,13941.0,14100.0,13879.0,3588.33506259
2018-01-12 12:00:00,13939.0,14023.27830226,14081.0,13787.0,1748.63942815
2018-01-12 13:00:00,14023.27830226,13845.0,14042.0,13779.0,1356.75367385
2018-01-12 14:00:00,13845.0,13885.0,13934.0,13703.0,1357.4010583900001
2018-01-12 15:00:00,13885.0,13590.0,13944.0,13562.0,2143.56811897
2018-01-12 16:00:00,13588.0,13503.0,13700.0,13370.0,1471.26032201
2018-01-12 17:00:00,13511.0,13561.0,13679.0,13423.0,1009.20716263
2018-01-12 18:00:00,13564.0,13468.0,13622.0,13400.0,1045.66445802
2018-01-12 19:00:00,13465.0,13741.0,13832.0,13437.0,977.96132911
2018-01-12 20:00:00,13743.0,13887.0,13963.02106352,13675.0,1225.03775818
2018-01-12 21:00:00,13887.0,13700.0,13887.0,13682.0,946.73682599
2018-01-12 22:00:00,13701.0,13619.0,13733.54184778,13533.0,1093.17370443
2018-01-12 23:00:00,13619.0,13794.0,13848.0,13568.0,950.47930066
2018-01-13 00:00:00,13790.0,14119.0,14213.0,13750.0,2305.45940538
2018-01-13 01:00:00,14119.0,14132.0,14291.0,14052.0,1737.92304883
2018-01-13 02:00:00,14129.0,14100.0,14191.0,14061.0,937.7129005
2018-01-13 03:00:00,14101.0,14134.0,14157.0,13914.0,1214.30473141
2018-01-13 04:00:00,14132.0,14072.0,14155.0,14010.37391756,948.29598355
2018-01-13 05:00:00,14069.0,14202.0,14249.0,14066.0,1235.29662946
2018-01-13 06:00:00,14201.0,14167.0,14214.0,14052.0,989.59415001
2018-01-13 07:00:00,14169.0,14339.0,14388.0,14131.0,1201.94740464
2018-01-13 08:00:00,14338.0,14228.0,14351.0,14197.0,1076.98868134
2018-01-13 09:00:00,14228.0,14224.0,14260.49412096,14017.0,1063.42692398
2018-01-13 10:00:00,14224.0,14244.0,14291.0,14142.0,985.91283189
2018-01-13 11:00:00,14239.0,14280.0,14296.0,14134.0,884.25658473
2018-01-13 12:00:00,14282.0,14384.0,14490.0,14243.0,1395.44042787
2018-01-13 13:00:00,14378.0,14541.0,14575.0,14377.0,1870.33963465
2018-01-13 14:00:00,14541.0,14398.0,14580.0,14263.0,2328.87294074
2018-01-13 15:00:00,14398.0,14256.0,14410.0,14114.0,1656.68708161
2018-01-13 16:00:00,14257.0,14258.0,14398.0,14236.0,1133.0756661
2018-01-13 17:00:00,14265.0,14310.0,14340.0,14161.0,1067.45197253
2018-01-13 18:00:00,14310.0,14284.0,14366.0,14251.0,800.64671806
2018-01-13 19:00:00,14287.0,14100.0,14321.0,14010.0,1119.45916227
2018-01-13 20:00:00,14100.0,14169.0,14242.0,14099.0,832.64633285
2018-01-13 21:00:00,14167.0,14174.0,14267.0,14033.0,801.71216701
2018-01-13 22:00:00,14179.0,14353.0,14378.0,14167.0,748.87546086
2018-01-13 23:00:00,14353.0,14199.0,14354.0,14153.0,669.87511
2018-01-14 00:00:00,14192.0,14245.0,14318.0,14153.0,855.77356594
2018-01-14 01:00:00,14246.0,14305.0,14393.0,14223.0,721.8987918400001
2018-01-14 02:00:00,14303.0,14218.0,14373.0,14173.0,824.0037486800001
2018-01-14 03:00:00,14215.0,14224.0,14233.0,14180.0,361.63841941
2018-01-14 04:00:00,14218.0,13840.0,14261.0,13751.0,2389.69683241
2018-01-14 05:00:00,13839.0,13796.0,13930.0,13547.0,1827.22658959
2018-01-14 06:00:00,13784.0,13832.0,13911.80807124,13730.0,849.58378984
2018-01-14 07:00:00,13832.0,13705.0,13878.0,13655.0,786.16084514
2018-01-14 08:00:00,13712.0,13639.0,13804.0,13599.0,798.31536089
2018-01-14 09:00:00,13640.0,13542.0,13641.0,13305.0,2140.32657809
2018-01-14 10:00:00,13548.0,13522.0,13632.0,13452.0,893.72323041
2018-01-14 11:00:00,13521.0,13471.0,13573.0,13368.0,1180.25151854
2018-01-14 12:00:00,13470.0,13149.0,13472.0,13101.0,2553.08490802
2018-01-14 13:00:00,13123.0,13487.05730718,13557.0,13110.0,1984.24153738
2018-01-14 14:00:00,13490.0,13467.0,13512.0,13351.0,995.94039111
2018-01-14 15:00:00,13466.0,13084.0,13467.52853642,12874.34212454,4290.43949601
2018-01-14 16:00:00,13079.0,13271.0,13355.0,12946.0,1724.7842965
2018-01-14 17:00:00,13270.0,13437.0,13493.0,13191.0,1281.19271845
2018-01-14 18:00:00,13437.0,13466.0,13620.0,13415.0,1711.50253474
2018-01-14 19:00:00,13467.0,13270.0,13540.0,13261.0,1094.86315646
2018-01-14 20:00:00,13270.0,13451.0,13537.0,13251.0,2371.37052287
2018-01-14 21:00:00,13451.0,13308.0,13498.0,13283.0,1766.65122755
2018-01-14 22:00:00,13308.0,13551.0,13576.0,13308.0,1110.80169021
2018-01-14 23:00:00,13550.0,13558.0,13699.0,13508.0,1088.55152444
2018-01-15 00:00:00,13554.0,13694.0,13744.0,13540.0,977.3596576
2018-01-15 01:00:00,13694.0,13546.0,13763.0,13503.0,1186.23692772
2018-01-15 02:00:00,13538.0,13441.0,13602.0,13400.0,1116.5463768
2018-01-15 03:00:00,13435.0,13456.0,13532.0,13300.0,1139.99663298
2018-01-15 04:00:00,13455.0,13597.0,13642.0,13455.0,1079.10599843
2018-01-15 05:00:00,13589.0,13580.0,13618.0,13457.0,799.36990413
2018-01-15 06:00:00,13581.0,13749.0,13827.0,13580.0,1192.81547089
2018-01-15 07:00:00,13748.0,13598.0,13749.0,13595.0,1000.95934694
2018-01-15 08:00:00,13598.0,13590.0,13660.0,13547.0,1443.58137189
2018-01-15 09:00:00,13590.0,13651.0,13757.0,13580.0,1355.98475758
